日期,最高温,最低温,天气,风力风向,空气质量指数
2022-01-02 周日,11°,4°,晴~多云,北风2级,96 良
2022-01-03 周一,13°,6°,多云,东风1级,94 良
2022-01-04 周二,13°,9°,阴~小雨,东风3级,75 良
2022-01-05 周三,11°,6°,中雨~阴,东北风3级,30 优
2022-01-06 周四,8°,5°,多云~阴,东北风3级,30 优
2022-01-07 周五,10°,4°,多云~阴,东北风2级,47 优
2022-01-08 周六,8°,5°,多云~小雨,东北风2级,50 优
2022-01-09 周日,7°,3°,小雨~多云,东北风2级,78 良
2022-01-10 周一,8°,2°,多云~小雨,西北风2级,139 轻度
2022-01-11 周二,6°,0°,晴,西北风3级,89 良
2022-01-12 周三,7°,3°,晴~多云,东北风1级,65 良
2022-01-13 周四,6°,0°,多云,西北风3级,84 良
2022-01-14 周五,7°,4°,阴,东南风2级,36 优
2022-01-15 周六,9°,4°,多云,西北风2级,91 良
2022-01-16 周日,10°,5°,多云~阴,东北风2级,103 轻度
2022-01-17 周一,11°,6°,多云,东北风2级,39 优
2022-01-18 周二,11°,6°,阴~晴,东风2级,54 良
2022-01-19 周三,13°,5°,多云,东北风2级,52 良
2022-01-20 周四,8°,4°,多云~阴,东北风3级,51 良
2022-01-21 周五,9°,6°,多云~阴,东北风2级,26 优
2022-01-22 周六,10°,9°,小雨,东风2级,30 优
2022-01-23 周日,11°,7°,中雨~小雨,东北风3级,27 优
2022-01-24 周一,8°,5°,多云~小雨,北风3级,70 良
2022-01-25 周二,8°,5°,多云~小雨,北风2级,112 轻度
2022-01-26 周三,8°,6°,中雨~小雨,东北风2级,67 良
2022-01-27 周四,7°,4°,小雨,东北风3级,52 良
2022-01-28 周五,6°,3°,阴~小雨,东北风3级,31 优
2022-01-29 周六,5°,3°,小雨,北风3级,35 优
2022-01-30 周日,6°,1°,小雨~多云,西北风3级,32 优
2022-01-31 周一,8°,3°,多云~阴,西北风1级,72 良

2022-02-01 周二,8°,3°,多云~小雨,东北风2级,122 轻度
2022-02-02 周三,6°,2°,多云~小雨,东北风2级,38 优
2022-02-03 周四,6°,2°,阴~多云,东北风2级,24 优
2022-02-04 周五,8°,1°,晴,西北风2级,37 优
2022-02-05 周六,7°,0°,晴~多云,北风3级,66 良
2022-02-06 周日,6°,3°,多云~小雨,东北风2级,28 优
2022-02-07 周一,4°,3°,中雨~小雨,东北风3级,19 优
2022-02-08 周二,7°,3°,多云,东北风2级,19 优
2022-02-09 周三,7°,3°,小雨~阴,东北风2级,25 优
2022-02-10 周四,9°,4°,多云,东北风2级,37 优
2022-02-11 周五,8°,5°,小雨,东北风2级,57 良
2022-02-12 周六,9°,6°,多云~小雨,东北风2级,57 良
2022-02-13 周日,7°,3°,小雨~多云,北风2级,63 良
2022-02-14 周一,11°,4°,多云~阴,北风2级,58 良
2022-02-15 周二,7°,3°,多云~阴,东北风2级,75 良
2022-02-16 周三,8°,3°,多云~阴,东北风3级,43 优
2022-02-17 周四,5°,3°,多云~小雨,东北风3级,30 优
2022-02-18 周五,7°,3°,小雨,东北风3级,24 优
2022-02-19 周六,6°,0°,多云~阴,北风3级,40 优
2022-02-20 周日,4°,0°,多云,北风3级,38 优
2022-02-21 周一,9°,2°,多云~阴,东北风1级,46 优
2022-02-22 周二,8°,3°,阴~小雨,东北风2级,82 良
2022-02-23 周三,8°,1°,阴~晴,东北风3级,46 优
2022-02-24 周四,9°,2°,多云~晴,东北风2级,31 优
2022-02-25 周五,12°,5°,多云~晴,东南风2级,32 优
2022-02-26 周六,17°,6°,多云~晴,西南风2级,58 良
2022-02-27 周日,15°,8°,多云~阴,东风2级,73 良
2022-02-28 周一,21°,11°,阴~小雨,东南风3级,71 良

2022-03-01 周二,18°,7°,阴,西北风3级,119 轻度
2022-03-02 周三,16°,7°,多云~阴,北风2级,88 良
2022-03-03 周四,18°,11°,阴~小雨,东南风2级,85 良
2022-03-04 周五,18°,8°,阴~晴,南风2级,57 良
2022-03-05 周六,15°,6°,多云~阴,东北风3级,95 良
2022-03-06 周日,12°,6°,阴~小雨,东北风2级,46 优
2022-03-07 周一,15°,7°,阴~晴,东北风2级,46 优
2022-03-08 周二,20°,9°,晴,西南风2级,65 良
2022-03-09 周三,20°,11°,晴~多云,东南风3级,69 良
2022-03-10 周四,21°,14°,阴~多云,东南风3级,69 良
2022-03-11 周五,26°,15°,多云~晴,东南风2级,65 良
2022-03-12 周六,25°,16°,多云~小雨,东南风3级,54 良
2022-03-13 周日,27°,15°,多云~阴,南风2级,55 良
2022-03-14 周一,28°,12°,多云,东北风2级,73 良
2022-03-15 周二,21°,14°,晴,东南风2级,63 良
2022-03-16 周三,27°,19°,阴~小雨,东南风2级,59 良
2022-03-17 周四,18°,10°,中雨~小雨,东风3级,21 优
2022-03-18 周五,11°,10°,多云,西北风3级,36 优
2022-03-19 周六,13°,7°,多云~阴,北风3级,75 良
2022-03-20 周日,8°,7°,大雨~中雨,东北风2级,30 优
2022-03-21 周一,8°,7°,大雨~中雨,东北风3级,23 优
2022-03-22 周二,10°,7°,多云~小雨,东北风3级,34 优
2022-03-23 周三,14°,8°,多云~晴,东北风2级,35 优
2022-03-24 周四,17°,14°,晴~小雨,东南风3级,31 优
2022-03-25 周五,18°,12°,大雨~小雨,东南风4级,28 优
2022-03-26 周六,17°,11°,多云~阴,西北风3级,43 优
2022-03-27 周日,18°,9°,多云~阴,北风2级,60 良
2022-03-28 周一,14°,8°,多云~晴,东北风2级,39 优
2022-03-29 周二,19°,13°,多云~阴,东南风3级,36 优
2022-03-30 周三,24°,11°,多云~小雨,西南风3级,39 优
2022-03-31 周四,13°,8°,多云~阴,东北风3级,49 优

2022-04-01 周五,14°,7°,多云~阴,北风3级,36 优
2022-04-02 周六,16°,7°,多云~晴,东北风2级,37 优
2022-04-03 周日,15°,8°,晴,东北风2级,28 优
2022-04-04 周一,19°,11°,多云~阴,东南风2级,36 优
2022-04-05 周二,14°,11°,多云~阴,东南风2级,45 优
2022-04-06 周三,25°,13°,多云,东南风2级,54 良
2022-04-07 周四,27°,13°,多云,东南风2级,64 良
2022-04-08 周五,27°,16°,多云~阴,东南风3级,58 良
2022-04-09 周六,28°,16°,多云,东南风3级,52 良
2022-04-10 周日,26°,18°,多云~阴,东南风3级,47 优
2022-04-11 周一,32°,19°,晴~阴,东南风2级,57 良
2022-04-12 周二,33°,18°,多云~小雨,东南风2级,50 优
2022-04-13 周三,16°,14°,大雨,东北风3级,24 优
2022-04-14 周四,15°,12°,小雨~阴,北风3级,19 优
2022-04-15 周五,18°,11°,多云~阴,北风3级,29 优
2022-04-16 周六,18°,11°,多云,东北风2级,51 良
2022-04-17 周日,20°,14°,多云~阴,东风2级,39 优
2022-04-18 周一,20°,13°,多云,东南风1级,35 优
2022-04-19 周二,22°,14°,多云~晴,东南风2级,56 良
2022-04-20 周三,24°,16°,多云~小雨,东南风3级,63 良
2022-04-21 周四,26°,17°,晴,南风3级,66 良
2022-04-22 周五,29°,18°,多云~中雨,南风2级,62 良
2022-04-23 周六,20°,16°,中雨~阴,东南风2级,32 优
2022-04-24 周日,22°,18°,多云~阴,东南风2级,15 优
2022-04-25 周一,27°,20°,多云~小雨,东南风3级,30 优
2022-04-26 周二,22°,15°,小雨~阴,西北风3级,25 优
2022-04-27 周三,22°,15°,多云~晴,东北风3级,52 良
2022-04-28 周四,20°,13°,多云~中雨,东北风2级,73 良
2022-04-29 周五,15°,12°,多云,北风3级,26 优
2022-04-30 周六,17°,13°,多云~阴,东北风2级,32 优

2022-05-01 周日,21°,14°,多云~阴,北风2级,37 优
2022-05-02 周一,24°,15°,多云,西风2级,62 良
2022-05-03 周二,27°,16°,多云,东南风2级,73 良
2022-05-04 周三,27°,15°,多云~晴,东南风3级,75 良
2022-05-05 周四,27°,18°,晴~多云,东南风3级,36 优
2022-05-06 周五,30°,18°,多云~阴,东南风3级,37 优
2022-05-07 周六,27°,17°,多云,东北风3级,25 优
2022-05-08 周日,24°,16°,多云~阴,东北风3级,31 优
2022-05-09 周一,23°,17°,多云~小雨,东北风3级,30 优
2022-05-10 周二,21°,18°,多云~阴,东南风3级,31 优
2022-05-11 周三,22°,18°,多云~阴,东北风2级,30 优
2022-05-12 周四,19°,16°,小雨,东北风2级,26 优
2022-05-13 周五,16°,14°,小雨~多云,东北风3级,29 优
2022-05-14 周六,22°,16°,多云~阴,东北风2级,36 优
2022-05-15 周日,22°,16°,多云~阴,西北风2级,37 优
2022-05-16 周一,26°,17°,多云,西南风2级,54 良
2022-05-17 周二,28°,17°,晴~多云,南风3级,71 良
2022-05-18 周三,27°,17°,多云~阴,东南风3级,44 优
2022-05-19 周四,22°,18°,多云~小雨,东南风3级,40 优
2022-05-20 周五,21°,18°,小雨~阴,东北风2级,38 优
2022-05-21 周六,26°,18°,多云~阴,东风2级,29 优
2022-05-22 周日,27°,19°,多云~阴,东南风3级,37 优
2022-05-23 周一,26°,19°,多云~小雨,东南风3级,26 优
2022-05-24 周二,19°,18°,小雨~多云,东南风3级,22 优
2022-05-25 周三,26°,19°,多云~阴,东南风2级,30 优
2022-05-26 周四,22°,20°,多云~阴,东风2级,36 优
2022-05-27 周五,28°,20°,多云~阴,东南风2级,65 良
2022-05-28 周六,24°,20°,小雨,东南风3级,35 优
2022-05-29 周日,24°,23°,小雨~阴,南风2级,27 优
2022-05-30 周一,30°,20°,多云,北风2级,57 良
2022-05-31 周二,29°,20°,多云~小雨,东南风3级,27 优

2022-06-01 周三,29°,21°,多云,西南风2级,50 优
2022-06-02 周四,28°,21°,多云,东南风3级,67 良
2022-06-03 周五,26°,22°,多云~小雨,东南风3级,25 优
2022-06-04 周六,29°,23°,小雨,东南风3级,30 优
2022-06-05 周日,25°,20°,大雨~多云,西北风2级,28 优
2022-06-06 周一,32°,21°,多云~小雨,西南风2级,47 优
2022-06-07 周二,29°,18°,多云,北风3级,46 优
2022-06-08 周三,29°,21°,多云,东南风2级,31 优
2022-06-09 周四,28°,21°,晴~阴,东南风3级,41 优
2022-06-10 周五,23°,21°,小雨~阴,东南风3级,28 优
2022-06-11 周六,24°,21°,多云~阴,东北风3级,33 优
2022-06-12 周日,23°,20°,阴~小雨,东南风2级,33 优
2022-06-13 周一,23°,20°,小雨~阴,东风2级,25 优
2022-06-14 周二,29°,22°,多云~晴,南风2级,56 良
2022-06-15 周三,34°,24°,多云~晴,南风2级,81 良
2022-06-16 周四,32°,24°,多云~晴,东南风2级,76 良
2022-06-17 周五,34°,24°,多云~阴,东南风2级,52 良
2022-06-18 周六,33°,24°,阴,东南风3级,36 优
2022-06-19 周日,31°,24°,多云~小雨,东南风2级,48 优
2022-06-20 周一,31°,24°,多云,东风2级,20 优
2022-06-21 周二,29°,25°,多云,东风2级,26 优
2022-06-22 周三,34°,29°,阴~多云,西南风3级,42 优
2022-06-23 周四,37°,27°,阴~小雨,西南风3级,31 优
2022-06-24 周五,26°,25°,小雨,西南风3级,22 优
2022-06-25 周六,32°,27°,多云,西南风3级,36 优
2022-06-26 周日,35°,27°,多云~阴,南风3级,35 优
2022-06-27 周一,36°,28°,阴,南风3级,26 优
2022-06-28 周二,33°,26°,多云~小雨,南风3级,28 优
2022-06-29 周三,35°,26°,大雨~小雨,南风3级,30 优
2022-06-30 周四,32°,26°,多云,东南风3级,23 优

2022-07-01 周五,32°,26°,晴,东南风4级,23 优
2022-07-02 周六,32°,26°,多云~晴,东南风3级,20 优
2022-07-03 周日,32°,26°,多云~阴,东南风3级,21 优
2022-07-04 周一,34°,27°,阴~多云,东南风2级,19 优
2022-07-05 周二,37°,29°,多云~阴,东南风3级,35 优
2022-07-06 周三,36°,29°,阴~多云,南风3级,34 优
2022-07-07 周四,36°,28°,多云~晴,西南风1级,40 优
2022-07-08 周五,38°,29°,多云~晴,西南风1级,38 优
2022-07-09 周六,37°,29°,阴~多云,东北风2级,46 优
2022-07-10 周日,40°,30°,多云~小雨,西南风2级,57 良
2022-07-11 周一,37°,30°,多云~阴,东南风2级,35 优
2022-07-12 周二,38°,30°,多云~阴,东南风2级,53 良
2022-07-13 周三,40°,30°,多云~阴,南风2级,58 良
2022-07-14 周四,40°,31°,多云~阴,西南风2级,51 良
2022-07-15 周五,37°,27°,小雨,西北风2级,52 良
2022-07-16 周六,32°,28°,小雨~阴,东北风1级,48 优
2022-07-17 周日,37°,27°,中雨~小雨,西南风2级,52 良
2022-07-18 周一,33°,27°,小雨~阴,西风2级,38 优
2022-07-19 周二,31°,27°,小雨~阴,东北风1级,36 优
2022-07-20 周三,38°,28°,多云~阴,西南风2级,41 优
2022-07-21 周四,34°,27°,阴,西北风2级,30 优
2022-07-22 周五,36°,29°,多云~阴,西北风2级,68 良
2022-07-23 周六,38°,27°,多云~晴,西风3级,51 良
2022-07-24 周日,33°,27°,阴~多云,西北风2级,56 良
2022-07-25 周一,35°,29°,多云,东南风3级,48 优
2022-07-26 周二,36°,27°,阴~中雨,东南风2级,50 优
2022-07-27 周三,37°,29°,多云~阴,东南风2级,57 良
2022-07-28 周四,33°,28°,阴~晴,东南风2级,47 优
2022-07-29 周五,33°,28°,多云~小雨,东南风3级,21 优
2022-07-30 周六,32°,27°,小雨~阴,东北风2级,22 优
2022-07-31 周日,36°,28°,多云~阴,西北风2级,29 优

2022-08-01 周一,36°,28°,多云,北风2级,34 优
2022-08-02 周二,36°,29°,阴~多云,东南风2级,50 优
2022-08-03 周三,36°,28°,多云~晴,东南风3级,26 优
2022-08-04 周四,37°,30°,晴,东南风3级,28 优
2022-08-05 周五,40°,29°,晴,南风2级,50 优
2022-08-06 周六,36°,29°,多云~晴,西南风2级,42 优
2022-08-07 周日,38°,29°,多云~晴,南风3级,34 优
2022-08-08 周一,38°,29°,晴,东南风3级,25 优
2022-08-09 周二,38°,29°,多云~阴,南风3级,31 优
2022-08-10 周三,40°,29°,阴,南风2级,40 优
2022-08-11 周四,40°,29°,多云~阴,东南风2级,48 优
2022-08-12 周五,39°,29°,小雨~多云,南风2级,50 优
2022-08-13 周六,39°,29°,多云,南风2级,56 良
2022-08-14 周日,39°,29°,多云,东南风2级,40 优
2022-08-15 周一,39°,29°,多云,南风3级,42 优
2022-08-16 周二,39°,26°,阴~小雨,西南风2级,41 优
2022-08-17 周三,35°,28°,阴,东北风2级,44 优
2022-08-18 周四,36°,29°,阴,东南风2级,42 优
2022-08-19 周五,40°,30°,多云,南风3级,34 优
2022-08-20 周六,38°,28°,阴,西北风2级,45 优
2022-08-21 周日,32°,28°,多云~小雨,东风2级,41 优
2022-08-22 周一,39°,30°,多云~阴,南风2级,46 优
2022-08-23 周二,39°,28°,大雨~阴,东北风2级,58 良
2022-08-24 周三,30°,28°,阴~多云,东北风3级,34 优
2022-08-25 周四,34°,26°,多云~中雨,东北风2级,32 优
2022-08-26 周五,29°,25°,多云~中雨,东北风2级,35 优
2022-08-27 周六,27°,24°,小雨~多云,东北风2级,31 优
2022-08-28 周日,29°,25°,多云~阴,东风3级,29 优
2022-08-29 周一,33°,27°,阴,东南风3级,36 优
2022-08-30 周二,33°,25°,阴~小雨,东北风2级,45 优
2022-08-31 周三,26°,23°,小雨~阴,北风3级,25 优

2022-09-01 周四,29°,24°,多云~阴,东北风3级,35 优
2022-09-02 周五,28°,24°,多云~小雨,东北风3级,29 优
2022-09-03 周六,30°,25°,小雨,东北风3级,21 优
2022-09-04 周日,32°,26°,小雨,东北风3级,21 优
2022-09-05 周一,24°,20°,中雨~多云,西北风4级,17 优
2022-09-06 周二,30°,23°,多云,西北风2级,65 良
2022-09-07 周三,33°,24°,阴,东南风2级,76 良
2022-09-08 周四,31°,23°,阴~多云,东风2级,42 优
2022-09-09 周五,30°,22°,多云~晴,东北风2级,32 优
2022-09-10 周六,30°,22°,多云~晴,东北风2级,34 优
2022-09-11 周日,29°,24°,多云~小雨,东北风2级,31 优
2022-09-12 周一,27°,22°,小雨~大雨,东北风2级,29 优
2022-09-13 周二,25°,23°,多云~大雨,东北风3级,21 优
2022-09-14 周三,25°,23°,多云~暴雨,东北风4级,20 优
2022-09-15 周四,26°,22°,多云~晴,西南风4级,21 优
2022-09-16 周五,29°,23°,阴~多云,西风1级,49 优
2022-09-17 周六,30°,23°,多云~晴,北风2级,58 良
2022-09-18 周日,27°,22°,多云,西北风3级,38 优
2022-09-19 周一,28°,20°,晴,西北风4级,58 良
2022-09-20 周二,26°,21°,多云,北风3级,43 优
2022-09-21 周三,24°,20°,多云,东北风2级,32 优
2022-09-22 周四,28°,21°,多云,东南风2级,37 优
2022-09-23 周五,28°,18°,多云,北风3级,52 良
2022-09-24 周六,25°,20°,多云~晴,东北风3级,30 优
2022-09-25 周日,26°,20°,阴~多云,东北风2级,32 优
2022-09-26 周一,25°,21°,多云,东北风2级,36 优
2022-09-27 周二,27°,20°,多云,东北风2级,31 优
2022-09-28 周三,24°,20°,小雨,东北风2级,32 优
2022-09-29 周四,26°,22°,多云,东北风2级,31 优
2022-09-30 周五,25°,23°,阴~多云,东南风2级,28 优

2022-10-01 周六,31°,25°,阴~晴,东南风3级,43 优
2022-10-02 周日,32°,25°,晴,东南风3级,31 优
2022-10-03 周一,36°,22°,阴,东南风3级,41 优
2022-10-04 周二,24°,18°,小雨~阴,北风4级,28 优
2022-10-05 周三,20°,16°,阴,东北风3级,27 优
2022-10-06 周四,18°,15°,小雨,东北风3级,22 优
2022-10-07 周五,18°,16°,小雨~阴,东北风3级,22 优
2022-10-08 周六,19°,15°,多云~小雨,东北风2级,31 优
2022-10-09 周日,21°,12°,阴~多云,西北风3级,41 优
2022-10-10 周一,18°,11°,阴~多云,西北风3级,45 优
2022-10-11 周二,19°,15°,阴~多云,北风2级,34 优
2022-10-12 周三,20°,16°,阴~多云,东北风2级,28 优
2022-10-13 周四,22°,18°,阴~多云,东北风2级,29 优
2022-10-14 周五,22°,16°,多云,东北风2级,37 优
2022-10-15 周六,23°,17°,阴,东北风2级,40 优
2022-10-16 周日,22°,16°,多云,东北风2级,44 优
2022-10-17 周一,21°,12°,多云~晴,北风4级,55 良
2022-10-18 周二,19°,13°,晴,北风3级,31 优
2022-10-19 周三,20°,14°,阴~晴,东北风2级,29 优
2022-10-20 周四,22°,15°,多云,东风2级,31 优
2022-10-21 周五,25°,18°,多云~晴,东南风2级,40 优
2022-10-22 周六,25°,16°,多云~晴,东北风2级,45 优
2022-10-23 周日,21°,14°,晴,东北风3级,41 优
2022-10-24 周一,21°,14°,晴~阴,东北风3级,31 优
2022-10-25 周二,20°,15°,多云,东北风3级,28 优
2022-10-26 周三,20°,16°,多云~小雨,东风2级,30 优
2022-10-27 周四,20°,16°,多云~阴,东北风3级,21 优
2022-10-28 周五,19°,15°,多云~阴,东北风3级,36 优
2022-10-29 周六,21°,16°,多云,东北风3级,30 优
2022-10-30 周日,22°,17°,多云,东北风3级,35 优
2022-10-31 周一,22°,15°,多云~阴,东北风3级,30 优

2022-11-01 周二,21°,15°,多云,东北风3级,38 优
2022-11-02 周三,21°,13°,晴~多云,东北风2级,50 优
2022-11-03 周四,19°,13°,晴~多云,东北风2级,35 优
2022-11-04 周五,18°,11°,多云~晴,东北风3级,35 优
2022-11-05 周六,18°,12°,多云~晴,东北风2级,40 优
2022-11-06 周日,19°,13°,多云~晴,东南风2级,31 优
2022-11-07 周一,22°,14°,晴,东南风2级,37 优
2022-11-08 周二,22°,16°,晴,东南风2级,35 优
2022-11-09 周三,22°,16°,多云,东南风3级,46 优
2022-11-10 周四,26°,19°,多云,东风2级,57 良
2022-11-11 周五,21°,20°,小雨~多云,东南风3级,43 优
2022-11-12 周六,26°,14°,多云~阴,东南风3级,33 优
2022-11-13 周日,15°,11°,多云,北风3级,33 优
2022-11-14 周一,13°,9°,多云~小雨,西北风2级,43 优
2022-11-15 周二,16°,10°,多云,北风2级,82 良
2022-11-16 周三,18°,14°,阴~中雨,东风2级,100 良
2022-11-17 周四,17°,14°,小雨~阴,东北风3级,24 优
2022-11-18 周五,20°,16°,多云~小雨,东北风3级,30 优
2022-11-19 周六,20°,16°,小雨~多云,东北风2级,46 优
2022-11-20 周日,19°,14°,多云~晴,西北风2级,66 良
2022-11-21 周一,21°,16°,多云~中雨,东风2级,62 良
2022-11-22 周二,18°,14°,多云~阴,西南风3级,56 良
2022-11-23 周三,18°,13°,多云~晴,北风3级,27 优
2022-11-24 周四,18°,14°,多云~晴,东风2级,39 优
2022-11-25 周五,20°,14°,多云~晴,东南风2级,41 优
2022-11-26 周六,20°,15°,多云,东北风2级,67 良
2022-11-27 周日,20°,17°,多云~阴,东南风3级,43 优
2022-11-28 周一,22°,12°,中雨~小雨,南风3级,32 优
2022-11-29 周二,15°,4°,中雨~小雨,北风4级,29 优
2022-11-30 周三,4°,3°,小雨,西北风4级,27 优

2022-12-01 周四,5°,3°,多云~小雨,西北风3级,-
2022-12-02 周五,8°,7°,多云~小雨,西北风2级,-
2022-12-03 周六,10°,8°,小雨,北风3级,-
2022-12-04 周日,10°,7°,小雨,东北风4级,-
2022-12-05 周一,10°,5°,多云~晴,西北风3级,-
2022-12-06 周二,12°,7°,多云,东北风2级,-
2022-12-07 周三,13°,10°,多云,东北风2级,-
2022-12-08 周四,16°,11°,多云~小雨,东风2级,-
2022-12-09 周五,13°,11°,小雨,东北风1级,-
2022-12-10 周六,12°,7°,多云~阴,西北风3级,-
2022-12-11 周日,10°,6°,多云,北风3级,-
2022-12-12 周一,9°,3°,多云~晴,西北风3级,-
2022-12-13 周二,11°,3°,晴,西北风3级,-
2022-12-14 周三,7°,1°,晴,北风2级,-
2022-12-15 周四,12°,5°,晴~阴,东南风2级,-
2022-12-16 周五,11°,0°,阴~小雨,东北风3级,-
2022-12-17 周六,4°,-3°,多云~晴,西北风4级,-
2022-12-18 周日,4°,0°,晴,西北风3级,-
2022-12-19 周一,9°,2°,晴,西南风1级,-
2022-12-20 周二,12°,5°,多云~阴,东南风3级,-
2022-12-21 周三,11°,2°,阴~晴,西北风4级,-
2022-12-22 周四,6°,-1°,晴,西北风4级,-
2022-12-23 周五,4°,-1°,晴,西北风3级,-
2022-12-24 周六,5°,0°,晴,西北风4级,-
2022-12-25 周日,6°,1°,多云,西北风3级,-
2022-12-26 周一,7°,2°,多云~晴,西北风2级,-
2022-12-27 周二,9°,4°,多云~阴,北风2级,-
2022-12-28 周三,7°,5°,多云,北风2级,-
2022-12-29 周四,6°,4°,多云,东北风2级,-
2022-12-30 周五,7°,3°,多云~晴,东北风2级,-
2022-12-31 周六,10°,4°,多云,东北风2级,92 良

2022-01-01 周六,21°,14°,晴~多云,东风2级,68 良
2022-01-02 周日,23°,15°,晴~多云,东北风2级,79 良
